Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),definition
compare,614,61.95,157,to consider how similar and different things are
court,615,61.94,156,"large, flat area, to play tennis or basketball"
police,616,61.93,156,"people, often in uniforms, who solve crimes"
store,617,61.92,156,place where you can go to buy things
poor,618,61.92,156,without money; not rich
knowledge,619,61.91,155,"information, understanding, or skill"
laugh,620,61.91,155,to make a happy sound when something is funny
arm,621,61.9,155,part of your body from your shoulder to your hand
heart,622,61.9,155,part of the body that pumps blood
source,623,61.9,155,produces or provides what is wanted or needed
employee,624,61.89,154,person who works for someone else for payment
manage,625,61.87,154,to run or operate a business by directing others
simply,626,61.86,153,in an easy or clear manner
bank,627,61.85,153,a financial institution that keeps or lends money
firm,628,61.84,153,"fairly hard or solid, not soft"
cell,629,61.84,153,short for 'cellphone'
article,630,61.81,152,piece of writing about a particular subject
fast,631,61.8,151,moving or able to move quickly
attack,632,61.79,151,"to try to destroy, beat, or injure"
foreign,633,61.79,151,being of a different place or country
surprise,634,61.78,151,to do something that another person didn't expect
feature,635,61.77,150,distinctive or important point of something
factor,636,61.77,150,something that influences a result
pretty,637,61.76,150,being attractive to the eye in a simple way
recently,638,61.76,150,just a while ago; not long ago
affect,639,61.76,150,to do something that changes something else
drop,640,61.75,150,to let something fall from your hand
recent,641,61.74,149,happening or beginning not long ago
relate,642,61.74,149,to understand or sympathize with someone or something
official,643,61.73,149,of or done by someone in authority; formal
financial,644,61.73,149,involving money
miss,645,61.72,149,"to be too late to ride on something (e.g., train or bus)"
art,646,61.72,149,"a creative skill using the imagination (e.g., painting)"
campaign,647,61.71,148,to work in an organized and active way toward a goal
private,648,61.71,148,personal; not to be seen by everyone
pause,649,61.7,148,to stop doing for a while before continuing
everyone,650,61.69,148,every person; everybody
forget,651,61.68,147,to not remember something
page,652,61.68,147,one side of a sheet of paper
worry,653,61.68,147,to feel concerned or troubled about something
summer,654,61.67,147,part of the year when the weather is hot
drink,655,61.66,147,to put water in your body through your mouth
opinion,656,61.66,147,a person's thoughts on a topic
park,657,61.65,146,to put your car or bike in a certain place for a time
represent,658,61.64,146,to stand in the place or to act the part of
key,659,61.64,146,something you use to open a lock or start a car
inside,660,61.62,145,being in something
manager,661,61.6,145,person who controls and runs a business or group
international,662,61.59,144,"done or relating to several countries, not just your own"
contain,663,61.58,144,to hold something inside something else
notice,664,61.56,143,"to become aware by sight, touch, or hearing"
wonder,665,61.56,143,surprise caused by experiencing something amazing
nature,666,61.55,143,"physical world, including plants, animals, rocks"
structure,667,61.55,143,"way something is built, arranged, or organized"
section,668,61.54,142,one of the parts that form something
myself,669,61.53,142,same person as did the action mentioned
exactly,670,61.52,142,no more and no less than; precisely
plant,671,61.52,142,living thing with leaves and roots growing in soil
paint,672,61.51,142,to apply something; coat
worker,673,61.5,141,person who works
press,674,61.5,141,to push something against something else
whatever,675,61.5,141,anything or everything needed; no matter what
necessary,676,61.5,141,needed or required; unavoidable
region,677,61.48,141,"part of a country, of the world, area, etc."
growth,678,61.46,140,act of growing
evening,679,61.46,140,last part of the day and early part of the night
influence,680,61.46,140,to affect what happens; change something (indirectly)
respect,681,61.46,140,to think very highly of another person because of what they do
various,682,61.46,140,several; consisting of different things or types
catch,683,61.45,140,use your hands to stop and hold something flying
thus,684,61.43,139,therefore; so; as a result
skill,685,61.43,139,ability to do something well
attempt,686,61.42,139,to try to do something challenging or difficult
son,687,61.42,139,male child; friendly way of addressing a boy
simple,688,61.41,138,not hard to understand or do; not complex
medium,689,61.41,138,"middle size, something between other things"
average,690,61.41,138,typical or normal; usual; ordinary
stock,691,61.4,138,piece of a business bought in the form of shares
management,692,61.39,138,people who are in control of a business or group
character,693,61.38,138,your personality or nature
bed,694,61.38,137,a piece of furniture that people sleep on
hit,695,61.38,137,"to fight, attack or damage something or someone"
establish,696,61.37,137,to set or create something to last for a long time
indeed,697,61.36,137,actually; in fact; in reality
final,698,61.36,137,being the last thing in a series
economy,699,61.35,137,"total of all the goods, services, and wages in an area"
fit,700,61.35,137,proper or acceptable; morally or socially correct
guy,701,61.33,136,informal man; boy; any person
function,702,61.32,135,what something is intended to be used for; purpose
yesterday,703,61.32,135,day before today
image,704,61.31,135,"picture, sculpture, or painting of something"
size,705,61.3,135,how big or small a thing is
behavior,706,61.3,135,way a person or thing acts; manner
addition,707,61.3,135,fact of adding something; thing that is added
determine,708,61.29,134,to control exactly how something will be or act
station,709,61.28,134,place where you can catch a train or a bus
population,710,61.28,134,"number of people who live in a country, area, etc."
fail,711,61.27,134,"to not achieve a goal, or to go wrong"
environment,712,61.27,134,natural world in which plants and animals live
production,713,61.25,133,process of making something on a large scale
contract,714,61.24,133,"legal agreement (e.g., for doing work for money)"
player,715,61.22,132,person who plays sports
comment,716,61.22,132,something you say; give an opinion; remark
enter,717,61.21,132,to go into a room
occur,718,61.2,132,to come to pass or to happen
alone,719,61.2,132,without anyone or anything else
significant,720,61.18,131,large enough to be noticed or have an effect; important
drug,721,61.18,131,chemical used as a medicine
